depth_ft,depth,wob_klbs,rpm,rop_fph,spp_psi,torque_ftlbs,formation_type,bha_state,is_anomaly,anomaly_type,recommended_solution,forecast_risk,proactive_alert
1299.0,1299.0,14.255681553088257,110.17140743701506,119.11735273513555,1277.3624071568474,4062.514200843844,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.402450184643039,System operating in nominal envelope
1310.5,1310.5,15.743968514408419,108.04186676915941,118.8183702562234,1296.788462094858,4107.384272692796,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.698043214486816,System operating in nominal envelope
1322.0,1322.0,15.109180768609981,113.26785688570607,120.24948748247849,1265.5729191359692,4024.371669326264,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.554655720063618,System operating in nominal envelope
1333.5,1333.5,15.37527497845311,106.9076232228048,120.28510528630386,1273.668584672893,4068.8962866614306,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.82144802814742,System operating in nominal envelope
1345.0,1345.0,15.120236568166021,110.86612052374244,120.28134957436673,1290.5993819605376,4030.6574880252524,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.567704903492512,System operating in nominal envelope
1356.5,1356.5,14.657111319347344,114.6644362778619,120.63029146428848,1320.3658230227948,3842.7479383692503,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.642704494559281,System operating in nominal envelope
1368.0,1368.0,14.532152798290886,111.96771150935614,120.92484108407454,1338.4048894751852,3891.669933977574,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.037194345899563,System operating in nominal envelope
1379.5,1379.5,15.19813484492952,112.05515039998622,119.27641328221681,1357.7798245663487,3967.6087686876213,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.30202884345762,System operating in nominal envelope
1391.0,1391.0,14.573033073779749,107.96047428758641,120.26562316735682,1309.3524572646475,4045.032060675797,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.640122280676023,System operating in nominal envelope
1402.5,1402.5,15.397047959537291,110.03250472969476,122.61136239992604,1348.538351928933,3965.0652980125897,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.383678659252158,System operating in nominal envelope
1414.0,1414.0,15.300320326927203,107.8571061089593,119.78547572608718,1286.347687548472,4063.6863588121005,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.355230227588573,System operating in nominal envelope
1425.5,1425.5,15.342720237164205,111.18309406143386,118.54574666430157,1312.2192771835782,3888.2232292149706,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.12207571249182,System operating in nominal envelope
1437.0,1437.0,14.78567282300783,112.14099698580868,120.16625368881714,1320.3123436032552,3835.5624812100177,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.093483993840987,System operating in nominal envelope
1448.5,1448.5,15.184952342269842,107.79035640949716,118.9027485140826,1319.7231276486384,4007.6835508348718,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.39417585120363,System operating in nominal envelope
1460.0,1460.0,15.171737932967176,111.40196131592059,118.67743740676119,1343.876281079382,4139.101870868607,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.413087083507623,System operating in nominal envelope
1471.5,1471.5,14.549843980840741,111.28758816802164,123.69862223102854,1330.5646487728052,4067.9862945923983,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.276102613491533,System operating in nominal envelope
1483.0,1483.0,15.27402744513272,112.8389141004515,119.69734152514526,1342.4900440873303,4085.9836451723654,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.678645659513553,System operating in nominal envelope
1494.5,1494.5,15.364305225836768,108.06793696365607,120.07859917381087,1313.6395348314998,3935.9320116865583,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.898363940883108,System operating in nominal envelope
1506.0,1506.0,16.111036112003283,105.33183701852063,119.54694540884215,1337.6365047593629,3787.121505002966,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.005347682064148,System operating in nominal envelope
1517.5,1517.5,15.522696286544335,110.16070004773866,120.6524138389773,1294.4563805517673,3905.5799103776844,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.300523392123807,System operating in nominal envelope
1529.0,1529.0,14.649424016775775,110.54114647395494,122.05818632575232,1323.4592959975953,3913.988754116032,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.278410512625863,System operating in nominal envelope
1540.5,1540.5,15.304281130712646,104.93714353335598,120.81833600140438,1327.9013578692357,3912.644186650573,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.466564468447778,System operating in nominal envelope
1552.0,1552.0,14.619590045552304,109.71315889633276,118.84771544922646,1336.7846819745116,4114.279685630456,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.596147517329264,System operating in nominal envelope
1563.5,1563.5,14.839439406796345,108.81263672209761,120.38878244252251,1308.746769185657,4233.0399597171045,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.285039000835678,System operating in nominal envelope
1575.0,1575.0,14.394775701919178,112.29465486763694,118.54140483268415,1379.053904925316,4136.285414392752,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.572518333184107,System operating in nominal envelope
1586.5,1586.5,14.767567645024199,113.16727787296655,120.74364869129217,1309.2282633595305,4058.5841645153023,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.426359896816905,System operating in nominal envelope
1598.0,1598.0,14.55507337364252,109.8511866098455,119.75753457466257,1246.8083164982731,3864.7808313438736,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.797669308870408,System operating in nominal envelope
1609.5,1609.5,14.401064072656872,114.08102825982908,120.12551095419465,1293.006465550984,3941.914127755998,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.649526076524733,System operating in nominal envelope
1621.0,1621.0,15.691811178751735,106.4103446220514,119.05775169499397,1358.759093803874,4001.3507640545854,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.881422433907922,System operating in nominal envelope
1632.5,1632.5,15.22180966764637,110.49764923893368,119.63009894701271,1315.5945780710301,4009.2138752186825,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.13665523583207,System operating in nominal envelope
1644.0,1644.0,15.0544883257206,111.65532668630262,122.04771203967002,1371.1704204036337,3836.608354154856,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.50160832954601,System operating in nominal envelope
1655.5,1655.5,14.062997856229199,109.62053726241105,119.40220846097223,1347.1479301621146,4037.090926541024,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.93400853429044,System operating in nominal envelope
1667.0,1667.0,14.900101319828508,108.76749766335291,120.34273486652644,1318.6258810763948,4112.147476806776,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.90642737172179,System operating in nominal envelope
1678.5,1678.5,14.667403394274887,112.24899968858313,120.60444368824666,1341.9624880219153,4107.297799686743,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.77891125987756,System operating in nominal envelope
1690.0,1690.0,14.602082394757405,108.59954739950757,119.97993446979442,1353.8823401280815,4080.5688750372174,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.981892991739791,System operating in nominal envelope
1701.5,1701.5,15.056317143988215,113.19416223947107,119.80589505366346,1321.3307152791042,4072.216854314445,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.295304137739967,System operating in nominal envelope
1713.0,1713.0,14.895513022450935,112.74694212996798,121.25325965486816,1357.6754087247007,4107.383271952084,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.406031140591747,System operating in nominal envelope
1724.5,1724.5,15.010081843983725,111.70488242823741,119.87506266780703,1330.2033310851637,4042.7899585284745,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.569501298693881,System operating in nominal envelope
1736.0,1736.0,15.046558063196505,111.48789256359228,119.0342233137603,1318.4244829191632,4276.195120390481,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.842090751884866,System operating in nominal envelope
1747.5,1747.5,14.417189465861888,112.89527718375017,120.60321168889371,1359.5915673490733,4082.3838158508843,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.824411913475817,System operating in nominal envelope
1759.0,1759.0,14.994121549033482,107.75686407128542,120.93611494408104,1342.615113954843,3910.614654080401,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.035111083318864,System operating in nominal envelope
1770.5,1770.5,14.929412456878973,107.93625700801871,116.95882442930818,1343.6053539586753,4054.5069519643826,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,17.0,PROACTIVE ML WARNING: Clay Packing Alert (17% risk). Bit balling expected.
1782.0,1782.0,14.605334210128113,110.60921802872979,114.5478032266064,1368.684164277718,3933.0835008510107,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,25.0,PROACTIVE ML WARNING: Clay Packing Alert (25% risk). Bit balling expected.
1793.5,1793.5,15.111383969931666,106.37978914625668,112.29509073435662,1338.2934056405861,3905.1653627946785,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,32.0,PROACTIVE ML WARNING: Clay Packing Alert (32% risk). Bit balling expected.
1805.0,1805.0,15.149235631487041,113.68839054237388,109.98174444041342,1405.8414905800505,3978.8881140448275,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,40.0,PROACTIVE ML WARNING: Clay Packing Alert (40% risk). Bit balling expected.
1816.5,1816.5,14.518785904973852,109.95371716001902,106.70585829418977,1388.1035340269964,4042.598849964628,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,47.0,PROACTIVE ML WARNING: Clay Packing Alert (47% risk). Bit balling expected.
1828.0,1828.0,15.249286326835763,113.83184728250644,105.66253823204266,1403.5209962885785,4053.0259473170604,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,55.0,PROACTIVE ML WARNING: Clay Packing Alert (55% risk). Bit balling expected.
1839.5,1839.5,14.807414173494799,110.56023120452605,101.75791060749876,1417.474810019545,4012.893245008446,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,62.0,PROACTIVE ML WARNING: Clay Packing Alert (62% risk). Bit balling expected.
1851.0,1851.0,15.011764883644293,111.24499572811362,102.0670551592111,1464.358590194876,4126.623749043248,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,70.0,PROACTIVE ML WARNING: Clay Packing Alert (70% risk). Bit balling expected.
1862.5,1862.5,14.631673169813736,112.1808015918017,65.11443365826734,1652.9817417658344,4289.053987184733,Clay & Soil,Rotating (Rotary),True,Bit Balling,Increase mud flow rate. Sweep wellbore with high-viscosity pill to clean BHA.,8.522309750707453,System operating in nominal envelope
1874.0,1874.0,14.596933515753227,108.50151838638995,119.27123264490845,1296.822606892255,3930.6003371381394,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.565719886833357,System operating in nominal envelope
1885.5,1885.5,15.07218901750858,110.8543899394429,119.4461724905641,1397.744270980397,4125.455946640559,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.960544774354666,System operating in nominal envelope
1897.0,1897.0,14.568760957752788,111.22979792876626,121.13226251589244,1318.754169824484,4241.752557092775,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.9915689759706705,System operating in nominal envelope
1908.5,1908.5,14.774795686989743,105.71716367727281,121.18830365949452,1386.5268093541354,3984.8807404266545,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.247941813314117,System operating in nominal envelope
1920.0,1920.0,14.234674723778705,108.50156244261557,119.56793714737992,1353.7310924929545,4006.201438376946,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.855525014916694,System operating in nominal envelope
1931.5,1931.5,15.2989679675268,107.33094892654351,120.4938612806964,1350.9605128744677,4015.879023385971,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.154162014667035,System operating in nominal envelope
1943.0,1943.0,15.341575141482668,107.18839477040532,120.3190214515004,1317.0871457316096,4168.653340490603,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.619343757430972,System operating in nominal envelope
1954.5,1954.5,14.640726462452854,113.8778799388063,120.0648177421537,1359.2518658573215,4155.6672282964255,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.051155557440064,System operating in nominal envelope
1966.0,1966.0,15.989159003943353,114.38835210610802,120.61956091160174,1351.0558962880232,4128.247365525975,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.883705667215711,System operating in nominal envelope
1977.5,1977.5,15.656943147615527,107.58769134854974,118.3116100930338,1375.3512864999611,4139.712032264146,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.652775312759232,System operating in nominal envelope
1989.0,1989.0,14.432035913920428,104.90191955559975,121.44226277001219,1352.3848291388858,4094.715577765067,Clay & Soil,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.5823783082027525,System operating in nominal envelope
2000.5,2000.5,24.100768901370895,124.07153886392823,94.8489102590012,2225.537463544628,7927.663500376668,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.622743218149849,System operating in nominal envelope
2012.0,2012.0,24.522329010557456,119.91826312976477,91.4518429586268,2209.273947499003,8470.055666723703,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.360704802193126,System operating in nominal envelope
2023.5,2023.5,24.910754666408852,120.91649561524213,92.11893922046205,2238.3830053418164,8327.340715774872,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.569026241461201,System operating in nominal envelope
2035.0,2035.0,23.914756427708486,122.3878558012531,93.55769927802696,2238.1568488416115,8669.359629213996,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.47565126324043,System operating in nominal envelope
2046.5,2046.5,22.921692948123212,119.7324241001136,91.74177213215833,2237.8389419395153,8313.973833403346,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.66848897817773,System operating in nominal envelope
2058.0,2058.0,26.672026180766288,120.08815887992932,94.69446770484095,2247.146862300185,8571.8972500067,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.682872004277726,System operating in nominal envelope
2069.5,2069.5,23.699481344634815,121.53541675010857,93.43377438544647,2284.4976927511825,8321.751614402863,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.908045335179159,System operating in nominal envelope
2081.0,2081.0,23.625929691873765,114.24519708816104,99.47431218072349,2228.600223445036,8959.269753861361,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.21449157109572,System operating in nominal envelope
2092.5,2092.5,23.661310986203326,121.44139240763941,98.04524375910205,2275.1812538635886,9534.50395164096,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.41278928906798,System operating in nominal envelope
2104.0,2104.0,23.82603207558616,117.61114889849894,92.9427259728267,2228.158841993561,8568.363781651387,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.816353491754107,System operating in nominal envelope
2115.5,2115.5,22.065734954947164,118.38356778939368,97.39806013890251,2242.20129990964,9066.879589384382,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.151922261382136,System operating in nominal envelope
2127.0,2127.0,23.9891572078094,123.69986034722507,99.14289749017347,2272.09420769119,8210.608508353704,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.746526197930176,System operating in nominal envelope
2138.5,2138.5,24.732917659411136,117.40688461418387,91.238784731777,2266.3215330479097,8205.792266862722,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.62144753827585,System operating in nominal envelope
2150.0,2150.0,25.259601464643033,124.77354160117532,93.23025221198863,2237.0358106545214,8689.157663528033,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.527038900455402,System operating in nominal envelope
2161.5,2161.5,23.337509478080012,118.51901518940282,92.73981568336198,2251.3202307580045,8516.303266989462,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.147419583381919,System operating in nominal envelope
2173.0,2173.0,24.367821283060582,119.87440472637715,93.43118198085413,2267.86629882834,8195.058609554024,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.261376580161521,System operating in nominal envelope
2184.5,2184.5,25.027332067123027,121.25229296906095,97.04377297557127,2250.3211188800365,8533.37565462422,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.295336150224575,System operating in nominal envelope
2196.0,2196.0,21.729608817674933,121.35840048094984,92.92393509420435,2259.1144060263537,8691.721152647302,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.688615449790066,System operating in nominal envelope
2207.5,2207.5,21.545360343096256,115.93114390529209,92.54025877971601,2277.8021236665345,8587.266760578417,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.210369024604686,System operating in nominal envelope
2219.0,2219.0,24.868485743937228,115.8461998443276,93.22700578677812,2275.868005033817,8093.098556879814,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.228392039002124,System operating in nominal envelope
2230.5,2230.5,24.064462192990323,117.84896658679011,93.43085411489703,2268.8261113942544,8838.114383896052,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.324865966901649,System operating in nominal envelope
2242.0,2242.0,25.136541272408593,117.17573286335596,88.27712695965377,2292.6051044478822,8984.367056541054,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.952768411040545,System operating in nominal envelope
2253.5,2253.5,22.916222452560152,121.44268031795136,93.35716029213297,2275.2038653489253,8624.70501345276,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.391937941273143,System operating in nominal envelope
2265.0,2265.0,24.117762110963145,119.6108069115198,95.91827924084456,2310.394551541495,8585.485403349208,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.688146905778044,System operating in nominal envelope
2276.5,2276.5,23.439847326073444,118.78098443981877,93.85492221216889,2271.3060453045096,8632.535919839107,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.842131393476416,System operating in nominal envelope
2288.0,2288.0,24.39409380537912,125.1885019966136,98.26730186828593,2304.818117585792,8390.456093191606,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.636014363777973,System operating in nominal envelope
2299.5,2299.5,23.44501749269069,114.90468866205536,94.04388332340764,2258.757842227065,7871.413914535313,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.516879678064617,System operating in nominal envelope
2311.0,2311.0,24.02504899569779,124.19109328068821,97.25598318081909,2293.053184344104,8426.382222320222,Sandstone Bed,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.410961706161014,System operating in nominal envelope
