depth_ft,depth,wob_klbs,rpm,rop_fph,spp_psi,torque_ftlbs,formation_type,bha_state,is_anomaly,anomaly_type,recommended_solution,forecast_risk,proactive_alert
1115.0,1115.0,16.194450381636877,109.03729429895921,86.23719942699515,1222.276949992351,4895.421501059175,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.736663849214577,System operating in nominal envelope
1126.5,1126.5,16.558768071469718,107.9019561919434,86.17065415254683,1232.3896906037196,4851.677095298956,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.80005463196817,System operating in nominal envelope
1138.0,1138.0,15.712495457292826,109.53585255834045,85.97503098687304,1213.3816256498492,4613.391766643415,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.962585752327021,System operating in nominal envelope
1149.5,1149.5,16.813744017142493,109.81997469604917,84.22585629447386,1267.0483224473007,4856.415219907431,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.097370848010202,System operating in nominal envelope
1161.0,1161.0,16.21683736330505,113.84509141616492,81.8563058750923,1241.9843490222513,5044.084410306985,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.073578296254145,System operating in nominal envelope
1172.5,1172.5,16.493141502625136,110.21761767059543,82.61491730247893,1236.3248162383534,4814.314681139538,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.182057321825209,System operating in nominal envelope
1184.0,1184.0,15.868196867297494,110.89278142877937,84.02980767652818,1281.667351118538,4719.149845949311,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.3752865753180314,System operating in nominal envelope
1195.5,1195.5,15.698945773849278,112.28850529425519,85.61592091973603,1253.8587777414923,4717.357408212342,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.69230212091448,System operating in nominal envelope
1207.0,1207.0,16.058246529608823,112.42161247633223,84.5294702162414,1229.0086726530662,4748.884705130748,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.207708496360754,System operating in nominal envelope
1218.5,1218.5,15.121891031120729,110.74030069266144,84.71849543994982,1254.0063818044973,4800.797699236224,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.684191305004079,System operating in nominal envelope
1230.0,1230.0,15.150777554769752,108.9483866930866,84.8064571460008,1239.832137086831,4674.844746001428,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.40552675388924,System operating in nominal envelope
1241.5,1241.5,16.242430514088724,114.71546475302632,84.9106649010806,1253.684445320796,4840.177860952751,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.58204805252216,System operating in nominal envelope
1253.0,1253.0,14.848737270820575,109.93371531137696,84.76916684226265,1251.7457552485257,5184.265769547705,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.45017094248494,System operating in nominal envelope
1264.5,1264.5,16.180928405400167,109.91322057573689,85.90231963922413,1221.9430490595118,4978.280359064343,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.73609831996695,System operating in nominal envelope
1276.0,1276.0,16.47461916822583,107.72653136301315,85.70422851256032,1287.1498577734023,4581.311234204404,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.648992795384094,System operating in nominal envelope
1287.5,1287.5,17.31427337548599,107.52365918717328,84.39582921506056,1238.8425567599306,4815.545612953672,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.657255776674976,System operating in nominal envelope
1299.0,1299.0,15.06960194136032,110.17140743701506,83.89669091891943,1227.3624071568474,4873.880419179089,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.402450184643039,System operating in nominal envelope
1310.5,1310.5,16.929960643010524,108.04186676915941,83.52296282027925,1246.788462094858,4926.908685909669,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.698043214486816,System operating in nominal envelope
1322.0,1322.0,16.13647596076248,113.26785688570607,85.31185935309811,1215.5729191359692,4828.802881931039,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.554655720063618,System operating in nominal envelope
1333.5,1333.5,16.469093723066386,106.9076232228048,85.35638160787983,1223.668584672893,4881.422884236236,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.82144802814742,System operating in nominal envelope
1345.0,1345.0,16.150295710207526,110.86612052374244,85.35168696795841,1240.5993819605376,4836.231576757116,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.567704903492512,System operating in nominal envelope
1356.5,1356.5,15.57138914918418,114.6644362778619,85.78786433036059,1270.3658230227948,4614.156654436387,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.642704494559281,System operating in nominal envelope
1368.0,1368.0,15.415190997863608,111.96771150935614,86.15605135509318,1288.4048894751852,4671.973558337133,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.037194345899563,System operating in nominal envelope
1379.5,1379.5,16.247668556161898,112.05515039998622,84.09551660277101,1307.7798245663487,4761.719453903552,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.30202884345762,System operating in nominal envelope
1391.0,1391.0,15.466291342224686,107.96047428758641,85.33202895919602,1259.3524572646475,4853.219708071397,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.640122280676023,System operating in nominal envelope
1402.5,1402.5,16.496309949421615,110.03250472969476,88.26420299990754,1298.538351928933,4758.713534014879,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.383678659252158,System operating in nominal envelope
1414.0,1414.0,16.375400408659004,107.8571061089593,84.73184465760897,1236.347687548472,4875.265696777937,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.355230227588573,System operating in nominal envelope
1425.5,1425.5,16.428400296455255,111.18309406143386,83.18218333037696,1262.2192771835782,4667.900179981329,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.12207571249182,System operating in nominal envelope
1437.0,1437.0,15.732091028759788,112.14099698580868,85.20781711102141,1270.3123436032552,4605.66475052093,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.093483993840987,System operating in nominal envelope
1448.5,1448.5,16.2311904278373,107.79035640949716,83.62843564260325,1269.7231276486384,4809.080560077576,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.39417585120363,System operating in nominal envelope
1460.0,1460.0,16.21467241620897,111.40196131592059,83.34679675845149,1293.876281079382,4964.393120117445,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.413087083507623,System operating in nominal envelope
1471.5,1471.5,15.437304976050926,111.28758816802164,89.62327778878567,1280.5646487728052,4880.347439063744,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.276102613491533,System operating in nominal envelope
1483.0,1483.0,16.3425343064159,112.8389141004515,84.62167690643159,1292.4900440873303,4901.617035203704,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.678645659513553,System operating in nominal envelope
1494.5,1494.5,16.45538153229596,108.06793696365607,85.09824896726359,1263.6395348314998,4724.28328653866,Alluvial Gravel,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.898363940883108,System operating in nominal envelope
1506.0,1506.0,29.166385420012315,95.33183701852063,53.30104528315804,2237.6365047593627,10464.601562737518,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.005347682064148,System operating in nominal envelope
1517.5,1517.5,26.96011107454126,100.16070004773866,57.446551896164834,2194.4563805517673,10873.821508577454,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.300523392123807,System operating in nominal envelope
1529.0,1529.0,23.685340062909155,100.54114647395494,62.71819872157117,2223.4592959975953,10902.870241491748,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.278410512625863,System operating in nominal envelope
1540.5,1540.5,26.14105424017242,94.93714353335598,58.068760005266405,2227.9013578692357,10898.225372065615,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.466564468447778,System operating in nominal envelope
1552.0,1552.0,23.57346267082114,99.71315889633276,50.6789329345992,2236.7846819745114,11594.784368541576,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.596147517329264,System operating in nominal envelope
1563.5,1563.5,24.397897775486292,98.81263672209761,56.45793415945944,2208.7467691856573,12005.04713356818,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.285039000835678,System operating in nominal envelope
1575.0,1575.0,22.73040888219692,102.29465486763694,49.53026812256555,2279.0539049253157,11670.804158811323,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.572518333184107,System operating in nominal envelope
1586.5,1586.5,24.128378668840746,103.16727787296655,57.788682592345616,2209.2282633595305,11402.38165923468,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.426359896816905,System operating in nominal envelope
1598.0,1598.0,23.33152515115945,99.8511866098455,54.09075465498462,2146.808316498273,10732.879235551563,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.797669308870408,System operating in nominal envelope
1609.5,1609.5,22.75399027246327,104.08102825982908,55.47066607822993,2193.0064655509846,10999.339714066175,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.649526076524733,System operating in nominal envelope
1621.0,1621.0,27.59429192031901,96.4103446220514,51.466568856227376,2258.759093803874,11204.666275824931,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.881422433907922,System operating in nominal envelope
1632.5,1632.5,25.831786253673886,100.49764923893368,53.61287105129766,2215.59457807103,11231.829750755449,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.13665523583207,System operating in nominal envelope
1644.0,1644.0,25.204331221452247,101.65532668630262,62.67892014876256,2271.1704204036337,10635.556132534957,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.50160832954601,System operating in nominal envelope
1655.5,1655.5,21.486241960859495,99.62053726241105,52.75828172864586,2247.1479301621143,11328.132291687174,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.93400853429044,System operating in nominal envelope
1667.0,1667.0,24.625379949356905,98.76749766335291,56.28525574947417,2218.6258810763948,11587.418556241588,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.90642737172179,System operating in nominal envelope
1678.5,1678.5,23.752762728530822,102.24899968858313,57.266663830925005,2241.9624880219153,11570.665126190566,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.77891125987756,System operating in nominal envelope
1690.0,1690.0,23.50780898034027,98.59954739950757,54.92475426172906,2253.8823401280815,11478.32884103766,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.981892991739791,System operating in nominal envelope
1701.5,1701.5,25.211189289955808,103.19416223947107,54.27210645123798,2221.330715279104,11449.476405813537,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.295304137739967,System operating in nominal envelope
1713.0,1713.0,24.608173834191003,102.74694212996798,59.69972370575559,2257.675408724701,11570.96039401629,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.406031140591747,System operating in nominal envelope
1724.5,1724.5,25.037806914938965,101.70488242823741,54.531485004276334,2230.2033310851634,11347.81985673473,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.569501298693881,System operating in nominal envelope
1736.0,1736.0,25.17459273698689,101.48789256359228,51.37833742660107,2218.4244829191634,12154.12859771257,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,11.842090751884866,System operating in nominal envelope
1747.5,1747.5,22.814460496982083,102.89527718375017,57.262043833351406,2259.5915673490736,11484.598636575784,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.824411913475817,System operating in nominal envelope
1759.0,1759.0,24.977955808875553,97.75686407128542,58.51043104030391,2242.615113954843,10891.214259550477,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.035111083318864,System operating in nominal envelope
1770.5,1770.5,24.73529671329615,97.93625700801871,52.97059160990569,2233.605353958675,11388.296743149685,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.73361117841438,System operating in nominal envelope
1782.0,1782.0,23.520003287980423,100.60921802872979,53.304262099774036,2248.684164277718,10968.833912030765,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.5976227417838444,System operating in nominal envelope
1793.5,1793.5,25.417689887243746,96.37978914625668,54.231590253837346,2208.293405640586,10872.38943510889,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.885992804371524,System operating in nominal envelope
1805.0,1805.0,25.559633618076408,103.68839054237388,54.93154165155032,2265.8414905800505,11127.068030336677,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.29073779460728,System operating in nominal envelope
1816.5,1816.5,23.195447143651943,99.95371716001902,52.02196860321164,2238.103534026997,11347.159663514169,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.145876334140665,System operating in nominal envelope
1828.0,1828.0,25.93482372563411,103.83184728250644,57.48451837016,2243.5209962885783,11383.180545277117,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.120885766986639,System operating in nominal envelope
1839.5,1839.5,24.277803150605493,100.56023120452605,52.21716477812032,2247.4748100195447,11244.540300938268,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.406901877232318,System operating in nominal envelope
1851.0,1851.0,25.044118313666097,101.24499572811362,62.7514568470416,2284.358590194876,11637.427496694854,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.477813646814054,System operating in nominal envelope
1862.5,1862.5,23.618774386801512,102.1808015918017,52.090126172721455,2253.583550143459,12198.55013754726,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.522309750707453,System operating in nominal envelope
1874.0,1874.0,23.4885006840746,98.50151838638995,52.267122418406686,2196.822606892255,10960.255710113574,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.565719886833357,System operating in nominal envelope
1885.5,1885.5,25.270708815657173,100.8543899394429,52.92314683961535,2297.7442709803972,11633.393270212839,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.960544774354666,System operating in nominal envelope
1897.0,1897.0,23.382853591572957,101.22979792876626,59.245984434596636,2218.754169824484,12035.145197229585,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.9915689759706705,System operating in nominal envelope
1908.5,1908.5,24.15548382621153,95.71716367727281,59.45613872310446,2286.5268093541354,11147.769830564806,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.247941813314117,System operating in nominal envelope
1920.0,1920.0,22.13003021417014,98.50156244261557,53.37976430267472,2253.7310924929543,11221.423150756722,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,8.855525014916694,System operating in nominal envelope
1931.5,1931.5,26.1211298782255,97.33094892654351,56.851979802611496,2250.9605128744674,11254.854808060625,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.154162014667035,System operating in nominal envelope
1943.0,1943.0,26.280906780560002,97.18839477040532,56.19633044312653,2217.0871457316093,11782.620630785721,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.619343757430972,System operating in nominal envelope
1954.5,1954.5,23.652724234198203,103.8778799388063,55.243066533076394,2259.2518658573217,11737.759515933105,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.051155557440064,System operating in nominal envelope
1966.0,1966.0,28.709346264787577,104.38835210610802,57.32335341850653,2251.055896288023,11643.036353635187,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.883705667215711,System operating in nominal envelope
1977.5,1977.5,27.463536803558227,97.98127544526864,48.36853784887679,2275.3512864999607,12020.378291841236,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,27.0,PROACTIVE ML WARNING: Impending Stick-Slip (27% risk). Adjust RPM immediately.
1989.0,1989.0,22.870134677201605,97.8452361235479,59.8084853875457,2252.384829138886,11391.767894216031,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,34.0,PROACTIVE ML WARNING: Impending Stick-Slip (34% risk). Adjust RPM immediately.
2000.5,2000.5,25.133370604755594,103.51539250668804,53.900028283972176,2225.537463544628,9381.307320805661,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,41.0,PROACTIVE ML WARNING: Impending Stick-Slip (41% risk). Adjust RPM immediately.
2012.0,2012.0,25.69131780809075,93.92672269512482,49.10390979818253,2209.273947499003,11233.67828398665,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,48.0,PROACTIVE ML WARNING: Impending Stick-Slip (48% risk). Adjust RPM immediately.
2023.5,2023.5,26.205410587894068,100.78384420057911,49.686831321199776,2238.3830053418164,12715.402942540633,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,56.0,PROACTIVE ML WARNING: Impending Stick-Slip (56% risk). Adjust RPM immediately.
2035.0,2035.0,24.88717762490829,111.35264631752376,51.29107257385922,2238.1568488416115,11615.41945189454,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,63.0,PROACTIVE ML WARNING: Impending Stick-Slip (63% risk). Adjust RPM immediately.
2046.5,2046.5,23.57282890192778,101.3978058681775,48.58763958668015,2237.8389419395153,8528.54882967029,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,70.0,PROACTIVE ML WARNING: Impending Stick-Slip (70% risk). Adjust RPM immediately.
2058.0,2058.0,28.5365052392495,88.40437216333511,52.19561902111301,2247.146862300185,10659.028512692394,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,77.0,PROACTIVE ML WARNING: Impending Stick-Slip (77% risk). Adjust RPM immediately.
2069.5,2069.5,24.6022547208402,97.53463527100887,50.22705433367915,2284.4976927511825,13966.587525893541,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,84.0,PROACTIVE ML WARNING: Impending Stick-Slip (84% risk). Adjust RPM immediately.
2081.0,2081.0,24.50490694512704,108.22103251431383,57.92188376860462,2228.600223445036,13094.39444476111,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,92.0,PROACTIVE ML WARNING: Impending Stick-Slip (92% risk). Adjust RPM immediately.
2092.5,2092.5,24.55173512879852,57.413891264676984,37.4881118817113,2275.1812538635886,24902.65565779385,Volcanic Tuff,Rotating (Rotary),True,Severe Stick-Slip Vibration,Decrease WOB by 5 klbs and increase RPM by 15 to break torsional resonance.,14.41278928906798,System operating in nominal envelope
2104.0,2104.0,24.76974833533462,97.61114889849894,52.27713731697651,2228.158841993561,11292.779417955453,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,13.816353491754107,System operating in nominal envelope
2115.5,2115.5,22.439943322724186,98.38356778939368,58.17390312501802,2242.20129990964,11969.33658559309,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.151922261382136,System operating in nominal envelope
2127.0,2127.0,24.98564924563009,103.69986034722507,60.483246678170765,2272.09420769119,10807.254404194311,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.746526197930176,System operating in nominal envelope
2138.5,2138.5,25.970038078632385,97.40688461418387,50.02192096852839,2266.3215330479097,10800.718076456551,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.62144753827585,System operating in nominal envelope
2150.0,2150.0,26.667119585556954,104.77354160117532,52.65768675116142,2237.0358106545214,11456.7139719309,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.527038900455402,System operating in nominal envelope
2161.5,2161.5,24.123174309223547,98.51901518940282,52.00857958092026,2251.3202307580045,11222.12586234284,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.147419583381919,System operating in nominal envelope
2173.0,2173.0,25.48682228640371,99.87440472637715,52.923623209954,2267.86629882834,10786.15097010903,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,6.261376580161521,System operating in nominal envelope
2184.5,2184.5,26.35970420648636,101.25229296906095,57.70499364413844,2250.3211188800365,11245.295531275728,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.295336150224575,System operating in nominal envelope
2196.0,2196.0,21.99507049398153,101.35840048094984,52.25226703644694,2259.1144060263537,11460.192992878481,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,7.688615449790066,System operating in nominal envelope
2207.5,2207.5,21.751212218803865,95.93114390529209,51.74446014962413,2277.8021236665345,11318.433460784996,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.210369024604686,System operating in nominal envelope
2219.0,2219.0,26.14946642579927,95.8461998443276,52.65339001191223,2275.868005033817,10647.77661290832,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,12.228392039002124,System operating in nominal envelope
2230.5,2230.5,25.085317608369547,97.84896658679011,52.923189269716666,2268.8261113942544,11658.869521001785,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,5.324865966901649,System operating in nominal envelope
2242.0,2242.0,26.504245801717254,97.17573286335596,46.102079799541755,2292.6051044478822,11857.355291020003,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.952768411040545,System operating in nominal envelope
2253.5,2253.5,23.565588540153144,101.44268031795136,52.82565332782305,2275.2038653489253,11369.242518257317,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,10.391937941273143,System operating in nominal envelope
2265.0,2265.0,25.15586161745122,99.6108069115198,56.215369583470725,2310.394551541495,11316.015904545353,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,14.688146905778044,System operating in nominal envelope
2276.5,2276.5,24.25862146097956,98.78098443981877,53.48445586904705,2271.3060453045096,11379.870176924504,Volcanic Tuff,Rotating (Rotary),False,Nominal,Continue drilling. Optimize WOB for maximum ROP.,9.842131393476416,System operating in nominal envelope
