wob_klbs,rpm,rop_fph,spp_psi,torque_ftlbs,is_anomaly,anomaly_type,recommended_solution
26.08065975224045,112.6781255989509,94.91036374292501,2808.5231885498283,14889.243368523938,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.34362790220314,121.12225909279987,99.74425687808005,2751.8633717357693,14988.849858140973,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.393722471738247,67.23341429090507,55.55290008467754,2789.669436015198,21190.745132683212,True,Severe Stick-Slip Vibration,Decrease WOB by 5 klbs and increase RPM by 15 to break torsional resonance.
31.47693315999082,128.41963845728935,93.05286868910942,2830.510808479461,15102.379441200892,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.34273656237994,117.7055786856553,95.90717561886896,2807.8486480484216,15382.939139740307,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.768703435223518,125.39340416715648,94.75911602065408,2770.673436521803,14192.056606294764,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.397792608821423,119.80745765249647,101.52354872033722,2811.2108202145396,15149.823843918673,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.042956019265144,119.1368635002959,91.775800676178,2835.7304895318307,15466.217435477334,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.560311583210584,124.41829968743336,111.21030667324472,2697.502936071126,14792.449855518315,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.078722458080424,123.2616143920671,100.00207064918197,2857.9537032477947,15350.350306060292,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.11424445243783,112.11803921507875,99.90699678861385,2783.1872630659464,16407.327222236276,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.687236579136922,127.38270174862947,96.72105283487082,2821.2744966620116,14947.828603506554,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
26.47391968927453,49.589605574493476,79.98536573560541,2859.8623461822613,19268.606051292212,True,Severe Stick-Slip Vibration,Decrease WOB by 5 klbs and increase RPM by 15 to break torsional resonance.
30.64816793878959,116.87218649245236,108.25098264667635,2731.416315138477,14630.971458169304,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.229835439167367,121.97901766718705,91.32869784289099,2764.5279498786226,15090.625581301025,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.646155999388082,122.4701509314137,93.41883510924744,2785.5725652062147,15230.135812491151,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.223352577681737,121.30336882911953,96.96273971223336,2760.8123239437787,15097.421170135069,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.0619990449919,117.2484742307729,86.54129076526785,2886.7468287918405,14490.152340145572,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.862560238232398,116.64188316030975,91.80742140278502,2757.1613953086603,15103.180885662725,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.321564953554724,119.87222964504278,95.23779126455341,2772.2226610256566,15731.097969358818,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.381575248297573,125.86364509629682,108.74389180712727,2810.219451580149,15224.317882257265,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.662526862807127,122.71800077297216,102.62561329001925,2739.8925236961954,15480.993594535921,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.95109025424472,118.14692833956947,101.93589911367545,2780.2159644121866,14881.494014993687,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.04165152430942,123.85849355324173,108.50897962167971,2815.8726630625088,15374.950119711855,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.628682046672367,105.75728689684962,98.62628211600604,2783.3569797808746,15139.633919108262,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.787330051987944,125.74382850186052,103.9046484992889,2795.3306570550026,14524.544635156384,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.60758675183866,111.3014311061095,98.96778247067503,2773.5333943775813,15159.260502399437,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.625051644788396,118.18779529298433,102.65362349399628,2724.2764845409615,14504.151668279845,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.71248005714165,114.40165052686928,94.17241342388418,2816.079660566962,14683.559862557604,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.855979756839332,113.52659262139547,75.61182841723571,2887.746653582362,15094.664153646187,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.00706579578405,125.8041339368926,98.65720837813696,2800.920081539172,15148.622136690063,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.723272050095268,117.66149399344054,114.2274813609994,2811.2632058623776,14405.383767461435,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.70976049078975,121.73251940865357,109.26215402241593,2834.636137755843,15526.992885591439,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.722791211016826,119.76539710560408,109.6539748459117,2736.533475172665,15286.003139150236,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
33.07607313293194,122.3852041361156,112.36130721806218,2885.12573290648,14647.635782194558,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.928347921780098,120.38410945530127,100.88657590961438,2810.11643982114,14231.207601775412,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
33.12928731162801,113.58503887905715,101.97315707405596,2881.5928449544554,14927.547710459285,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
24.76050979182051,124.9813340972357,93.8234810456565,2763.3483502238005,14777.02814306942,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.643805008750448,117.53121708419344,96.8392714397295,2890.9030961278913,15056.57022852651,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.17409413647634,112.21709050670124,106.15771149771142,2838.757774701739,14818.441669422216,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.401985299068265,117.85942419517043,112.03884437168816,2827.652004292618,13996.271569627495,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.183521553071003,127.50379895317155,98.60553724319,2811.7012227176574,14805.826530849421,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
26.024862170798215,124.25110871056746,95.49810735148588,2787.5735690962774,14847.190444465843,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.560656224324976,118.2567393279607,100.00527958856597,2860.0265829236937,15316.830512387029,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.714225143023494,118.25371147840785,106.01206748929116,2807.017993492402,14650.900162694476,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.95578808948303,118.39182474391309,85.56145183866458,2701.6465148206426,15839.337336686283,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.963459563452705,130.3837399178042,77.03819046862762,2744.1406769146497,14044.17972467412,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.383012794213624,121.90967726115777,94.49463150508416,2790.7077123903628,15655.583748901312,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.996485912830927,122.15020823595535,87.79287574085842,2815.4999491582776,14887.840514560947,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.83080423540415,61.5187822743389,64.80314134614268,2797.170575555005,20493.877943086984,True,Severe Stick-Slip Vibration,Decrease WOB by 5 klbs and increase RPM by 15 to break torsional resonance.
30.65750221931937,121.19394579513256,98.52219681182528,2860.9485394896833,15039.900742029367,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.940479592465923,118.70478927089648,95.46751590976987,2702.4449067980686,15569.777768012735,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.02653486622671,119.0182507545751,114.52467534470745,2807.179396825258,14806.319017723594,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.19415509869608,119.64199370292968,103.2674476460232,2709.1010387306424,14450.689787411095,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.937289981065778,119.81388881745079,103.00474359610828,2837.9856147742084,15710.252143635531,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.595893812245293,123.6381477181849,106.22207144043402,2795.2770642779,14943.25967705893,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.344675706804463,120.2597294290365,88.61166882219231,2820.980498601206,15110.779236812105,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.215783693735684,123.66320038607789,110.39111787420269,2756.805851970512,15617.375957022397,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.072970103735763,119.59641709945708,99.2423571346454,2863.9732465828874,14484.022378952783,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.59224055412915,120.39317595158045,106.70480617241212,2852.0862332029424,15297.745448819629,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.52211054435978,110.00899657733946,89.28142766959844,2829.1772151505943,14705.052621768555,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.01022691328492,124.5816383735124,84.46241233983936,2793.524137656828,14933.915322177814,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.530825733249706,121.73244237948997,108.17889658025028,2828.9928642647565,15036.139482692144,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.169258515899173,124.99005054929826,103.76409526097517,2764.6553716006324,14249.889069276533,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.15870935446928,105.51872310903155,90.9794844564249,2842.7777829510355,14610.581478589782,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.314570966946462,130.44187352390364,91.30336918725305,2882.474044716196,15675.53644620657,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.39544546155676,119.30205185922414,111.2543478441477,2853.5305279989593,15443.095594292397,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.67742857666798,125.54091408368758,88.10588107132672,2763.5198765096297,14968.680211336383,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.80810171362908,114.80047036437234,116.42672953255963,2818.070865863655,15121.561729256446,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
33.77237180242106,123.06386952531285,90.99379265352131,2735.3429228120676,14852.87874718177,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.349155625663677,114.73292218413172,106.38391925608383,2828.619515558784,15678.29169291399,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.51510078144553,116.88115519652098,96.71381524251015,2822.530170643127,14899.823711102918,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.851108168467665,129.57015676933392,106.03187431082343,2706.509183023392,15115.921046067424,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
26.162457569401916,119.04658799618326,94.55885997885807,2741.910807804382,15573.015072071032,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.946972249101567,121.08716436589862,98.37207093927705,2785.8430551628117,14611.314257577047,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.120460419882054,124.35033865344377,100.40919175395722,2784.9570126429585,15779.394592248447,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
34.92648422497057,122.47840943986303,89.97812544218527,2739.5261532290597,14234.769295128312,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.615278070437753,120.75209452571788,107.40824345420125,2819.448936467609,15814.8210655564,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.603094684667226,121.82480501233113,94.86786433528415,2812.5736804470257,14813.662208024012,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.930576460589513,132.01707792619138,97.71400084659982,2790.286543401074,14878.65062608736,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.662643924760935,119.71190601483207,90.05650625391488,2762.2104249920817,14054.99491440853,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.28564562903004,121.00549523357483,74.3766634120469,2852.4353563208283,14772.602641311154,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.503866065373547,125.25327198003806,98.08972237399831,2882.7703556544147,14480.096734486558,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.582063894086094,125.52762966478991,124.12615421612915,2775.8219258076733,14696.176827313264,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.18122509041052,125.9351515278019,107.84604287898024,2769.391654142259,14931.344517105561,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.8055886218722,123.19365111014592,99.80739620265605,2824.5603832705997,15478.895807236453,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.19629787441544,37.43846596856561,59.88275163458376,2782.0985310126507,19336.90288194261,True,Severe Stick-Slip Vibration,Decrease WOB by 5 klbs and increase RPM by 15 to break torsional resonance.
31.17371418760054,128.16715766150548,100.22465892812046,2793.0301399668383,15153.838326700557,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
34.380911251619956,114.26827303490656,105.4711911517521,2836.9826575862335,14452.24030557722,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.01892734973862,121.51317732619516,88.19187184691155,2704.5321956246353,14559.622955198634,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.867404540794457,116.22862074990321,111.14321694668872,2865.9151162426333,15899.362509175657,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.199302730175283,119.67930826703504,107.15381315441245,2803.634026216467,14632.399482618377,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.9930486917676,121.6438120515174,107.18185725707934,2779.425342771891,15828.104126028647,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
26.898673137867736,121.60678607725137,104.38475738809727,2795.5382922889276,14878.469400559567,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.137125949612056,122.10960377117642,100.1961665769399,2798.121467751026,15001.143968071752,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.87539257254779,128.06855634529325,106.7286123596682,2713.439934827754,15535.182580114964,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.94718486127036,122.2676715075699,105.91814133741379,2874.746911372662,15635.946210969329,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.161151531532393,60.87641880322788,59.87101548191016,2802.066281613531,19486.571795575837,True,Severe Stick-Slip Vibration,Decrease WOB by 5 klbs and increase RPM by 15 to break torsional resonance.
33.099868810035076,124.82043584144179,94.26398227103098,2822.150106522369,14805.87847323923,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.433493415327526,125.9473524446232,101.01856295261987,2847.5774885287024,14972.039775738893,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.35587696758865,113.86196092431504,115.49020151495188,2748.941877121985,15168.978764116058,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.62703443473934,122.98700034924929,87.60892924346099,2823.6735949517615,15445.651843434878,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.53827136713209,123.5058637115545,85.3247473424756,2786.61794545506,15002.114929497076,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.454919869208258,118.51218248320004,101.64760841236517,2842.3385387608246,15309.443149011577,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.614285508564855,126.8785340665581,100.50887701856018,2693.6386289824254,15819.17986613547,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
26.785033530877545,119.24972206483737,101.73341664370409,2795.0452849879366,15190.654806132392,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.36926771706461,120.6278822673577,102.439531979085,2769.858967210802,15155.826428002389,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.519765588496846,119.13464087858065,97.76797745365195,2125.6292773944765,14240.544587454966,True,Drill String Washout Detected,Stop drilling immediately. Circulate bottoms up and pull out of hole for pipe inspection to prevent blowout.
31.56364574355462,120.07789523790734,114.89863438602082,2823.50220936841,13684.634931585468,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.526098578243836,114.518624565524,83.99096021523485,2764.618705258899,15194.187864615084,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.359086773831446,112.79974558702853,91.71502975219754,2764.3913067911976,14952.587884359564,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.043883131233795,127.97252531612486,42.01996265983954,3030.710340294857,14742.608662542629,True,Bit Balling,Increase mud flow rate. Sweep wellbore with high-vis pill to clean BHA.
30.593969346466373,115.76519325840836,83.56811188845833,2755.1678886342397,15121.765102093172,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.500985700691754,115.04303825271846,98.24145595567929,2842.0991847726063,14969.798135401546,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.69289641899395,109.23304943198143,116.61470165728018,2781.5396399776278,15563.89012531695,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.63995055684302,116.8051912615525,100.20886488295962,2654.650589033918,15043.055434129488,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.464507394322005,113.3845510329625,102.30700905718683,2781.2588971689097,14626.538357464917,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.58614494659736,128.21007580068184,87.3983523482742,2748.0728089578015,15495.083119479645,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.571297163947264,125.04908544671318,93.83638591960522,2718.4362092269525,14891.434462526899,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
33.731549022289514,116.55924827411138,96.24803619676064,2738.1286680888716,15263.268341836154,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.947665841823575,131.26217902672155,96.82284903243766,2805.4704235916483,14761.2946469036,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.617393005594703,124.90882743495797,112.81643795003768,2866.4320414124118,14675.086557251281,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.31310721726766,118.37584308245688,105.57691060725125,2815.659223693249,15042.084115092848,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.050636659545358,107.50297142563214,88.88542043062968,2769.674830589213,15006.414321771843,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.574169207484903,131.4547128629537,102.46504778432005,2822.7952097585353,15239.913517683417,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.31719115801481,113.05213766618202,104.98221748496785,2777.0454844890505,14865.677123345129,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.358635363296578,111.77300626521554,111.40149038521267,2765.2699815418428,14081.820108114802,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.926752258488644,125.1128521600482,115.80540686568374,2742.2818665883506,14783.613058205805,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.825561853872998,132.19876203169636,89.84905808172131,2712.408559662414,15396.909233571907,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.64412031998898,126.9213640925526,91.89142488789662,2780.5038146720276,14851.311960378447,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
33.7935859653079,122.8195456002618,87.42422141085383,2807.9026744960065,14876.808298742726,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.50922376799426,122.97377170832642,97.65980140893019,2795.1688164992556,15493.188252952968,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.49252767128502,124.26707779390154,104.66358374446335,2779.201653602632,14644.013386370538,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.220971140748954,123.79464294893383,109.87334516589102,2752.712696965161,14228.59839087855,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.368379430069123,121.40595711984687,99.24048976357477,2830.4123095842483,14919.684440237254,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.845796581171793,120.52100551975938,96.80152476745155,2734.1434040026706,14757.913024375632,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.682303949633287,119.6870343605024,101.5175799224874,2838.8013956921736,14516.876840123374,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.55338159866004,116.23017705566662,91.64857098369977,2749.889149053664,14912.310772050654,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.654366498072047,118.59662461566613,120.89538721694774,2762.378238132348,15245.752823623392,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.026003783755815,111.53521592902307,83.92338972881942,2726.6607404692163,14995.355719216092,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
32.907068154314636,119.50830186602624,101.84740578895725,2774.929892655718,15153.490536343119,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.47068633352409,115.05704446424541,120.2360621922964,2848.765622923899,15906.703849257712,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
35.44033833317924,114.48205341392115,100.06799844559998,2825.7814044221977,14828.560569221218,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.251334695530012,120.8994707557674,98.09960964998506,2848.921105601402,15139.174317322335,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.285684887167434,126.96001143172299,96.42554577189573,2826.107127296697,14745.393318700433,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.858215003877774,124.59158303001156,98.19608318237592,2744.8165085734818,14576.820140056514,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.96494483048637,112.14749698188412,113.7284847467653,2783.4605387836223,14707.546173291115,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.5530744293483,115.05185931714831,77.88138088670493,2760.990043544127,14760.620714239156,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.428000988184184,124.70385593994108,115.33433701296326,2866.528745201952,15179.737898773563,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.94647524914709,115.08756303230845,85.76042847549854,2740.1605676786844,16174.537893350378,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.854342174686256,118.87683425001488,97.33347670765585,2844.6848844694555,14641.97828186208,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
28.30641256386319,122.75026049512276,95.70755579701338,2844.6476935054384,14791.687347192268,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
26.97030555062827,115.15827772568183,105.88553269770719,2891.4810100858044,14968.438493444375,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
29.106970095865957,120.5268775307298,84.01875648116253,2779.515670368525,15197.899424354873,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
31.712797588646943,113.32987252540897,104.62172666081943,2835.616107979008,15131.775405977392,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
30.42818748826041,116.99316178024394,120.24309623286852,2914.082591826942,15642.047896974058,False,Nominal,Continue drilling. Optimize WOB for maximum ROP.
27.508522442576023,121.59890967071269,30.793298287111625,3164.716600900962,13786.803964732397,True,Bit Balling,Increase mud flow rate. Sweep wellbore with high-vis pill to clean BHA.
